id,user_login,user_pass,user_nicename,user_email,user_url,user_registered,user_activation_key,user_status,display_name,meta_wp_ocs_user_role,meta_wp_ocs_user_level,meta_dismissed_wp_pointers,meta_last_name,meta_paying_customer,meta_nickname,meta_first_name,meta_description,meta_rich_editing,meta_comment_shortcuts,meta_admin_color,meta_use_ssl,meta_show_admin_bar_front,meta__money_spent,meta__order_count,meta_billing_first_name,meta_billing_last_name,meta_billing_company,meta_billing_email,meta_billing_phone,meta_billing_country,meta_billing_address_1,meta_billing_address_2,meta_billing_city,meta_billing_state,meta_billing_postcode,meta_shipping_first_name,meta_shipping_last_name,meta_shipping_company,meta_shipping_country,meta_shipping_address_1,meta_shipping_address_2,meta_shipping_city,meta_shipping_state,meta_shipping_postcode,meta_sesssion_tokens,meta__woocommerce_persistent_cart,meta_manageedit-shop_ordercolumnshidden,next_del_date,vmax_type,vmax_id,
0,,Web123,"0616 POS: 0616",,,,,0,"0616 POS: 0616",3333:54,0,,,1,"0616 POS: 0616",,"0616 POS: 0616",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,,,,,,,2019-01-01,P,3333:54
0,,Web123,"0616 POS: 0622",,,,,0,"0616 POS: 0622",3333:62,0,,,1,"0616 POS: 0622",,"0616 POS: 0622",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,,,,,,,2019-01-01,P,3333:62
0,,Web123,"0616 POS: 100vmd14",,,,,0,"0616 POS: 100vmd14",3333:206,0,,,1,"0616 POS: 100vmd14",,"0616 POS: 100vmd14",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,,,,,,,2019-01-01,P,3333:206
0,,Web123,"0619 CUS POS: 0619",,,,,0,"0619 CUS POS: 0619",3333:55,0,,,1,"0619 CUS POS: 0619",,"0619 CUS POS: 0619",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',anytown,',06360,,,,,,,anytown,,06360,,,,2019-01-01,P,3333:55
0,,Web123,"0619 CUS POS: 1410POSdes",,,,,0,"0619 CUS POS: 1410POSdes",3333:211,0,,,1,"0619 CUS POS: 1410POSdes",,"0619 CUS POS: 1410POSdes",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',anytown,',06360,,,,,,,anytown,,06360,,,,2019-01-01,P,3333:211
0,,Web123,"0619 CUS POS: 1415POSdes",,,,,0,"0619 CUS POS: 1415POSdes",3333:212,0,,,1,"0619 CUS POS: 1415POSdes",,"0619 CUS POS: 1415POSdes",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',anytown,',06360,,,,,,,anytown,,06360,,,,2019-01-01,P,3333:212
0,,Web123,"0624 POS: 0624",,,,,0,"0624 POS: 0624",3333:63,0,,,1,"0624 POS: 0624",,"0624 POS: 0624",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,anytown,,06360,,,,2019-01-01,P,3333:63
0,,Web123,"0625 POS: 0625",,,,,0,"0625 POS: 0625",3333:64,0,,,1,"0625 POS: 0625",,"0625 POS: 0625",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,anytown,,06360,,,,2019-01-01,P,3333:64
0,,Web123,"0628 POS: 0628",,,,,0,"0628 POS: 0628",3333:65,0,,,1,"0628 POS: 0628",,"0628 POS: 0628",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,,,,,anytown,,06360,,,,2019-01-01,P,3333:65
0,,Web123,"1107040A POS: 1107040A",,,,,0,"1107040A POS: 1107040A",3333:214,0,,,1,"1107040A POS: 1107040A",,"1107040A POS: 1107040A",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:214
0,,Web123,"1107040A POS: 1107040DA",,,,,0,"1107040A POS: 1107040DA",3338:1,0,,,1,"1107040A POS: 1107040DA",,"1107040A POS: 1107040DA",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3338:1
0,,Web123,"1107040A POS: 1107040VA",,,,,0,"1107040A POS: 1107040VA",3338:2,0,,,1,"1107040A POS: 1107040VA",,"1107040A POS: 1107040VA",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3338:2
0,,Web123,"1107040A POS: 1107040VB",,,,,0,"1107040A POS: 1107040VB",3338:3,0,,,1,"1107040A POS: 1107040VB",,"1107040A POS: 1107040VB",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3338:3
0,,Web123,"1107040A POS: 1107040VC",,,,,0,"1107040A POS: 1107040VC",3338:4,0,,,1,"1107040A POS: 1107040VC",,"1107040A POS: 1107040VC",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3338:4
0,,Web123,"1107040A POS: 1425POSdes",,,,,0,"1107040A POS: 1425POSdes",3333:215,0,,,1,"1107040A POS: 1425POSdes",,"1107040A POS: 1425POSdes",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:215
0,,Web123,"1107040A:001 POS: 1107040DA:001",,,,,0,"1107040A:001 POS: 1107040DA:001",3333:32,0,,,1,"1107040A:001 POS: 1107040DA:001",,"1107040A:001 POS: 1107040DA:001",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:32
0,,Web123,"1107040A:001 POS: 1107040VA:001",,,,,0,"1107040A:001 POS: 1107040VA:001",3333:35,0,,,1,"1107040A:001 POS: 1107040VA:001",,"1107040A:001 POS: 1107040VA:001",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:35
0,,Web123,"1107040A:001 POS: 1107040VB:001",,,,,0,"1107040A:001 POS: 1107040VB:001",3333:36,0,,,1,"1107040A:001 POS: 1107040VB:001",,"1107040A:001 POS: 1107040VB:001",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:36
0,,Web123,"1107040A:001 POS: 1107040VC:001",,,,,0,"1107040A:001 POS: 1107040VC:001",3333:37,0,,,1,"1107040A:001 POS: 1107040VC:001",,"1107040A:001 POS: 1107040VC:001",TRUE,FALSE,fresh,0,TRUE,,,',',1107040A,',617-445-5555,',"1107040 Any St",#1107040,Anywhere,CT,06360,,,1107040A,,"1107040 Any St",#1107040,Anywhere,CT,06360,,,,2019-01-01,P,3333:37
0,,Web123,"1107040B POS: 1107040DB",,,,,0,"1107040B POS: 1107040DB",3333:33,0,,,1,"1107040B POS: 1107040DB",,"1107040B POS: 1107040DB",TRUE,FALSE,fresh,0,TRUE,,,',',1107040B,',617-445-5556,',"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,1107040B,,"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,,2019-01-01,P,3333:33
0,,Web123,"1107040B POS: 1400ABdes",,,,,0,"1107040B POS: 1400ABdes",3333:207,0,,,1,"1107040B POS: 1400ABdes",,"1107040B POS: 1400ABdes",TRUE,FALSE,fresh,0,TRUE,,,',',1107040B,',617-445-5556,',"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,1107040B,,"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,,2019-01-01,P,3333:207
0,,Web123,"1107040B POS: 1440POS",,,,,0,"1107040B POS: 1440POS",3333:217,0,,,1,"1107040B POS: 1440POS",,"1107040B POS: 1440POS",TRUE,FALSE,fresh,0,TRUE,,,',',1107040B,',617-445-5556,',"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,1107040B,,"1107041 Any St",#1107041,Anywhere1107041,CT,55678-8979,,,,2019-01-01,P,3333:217
0,,Web123,"1107040C POS: 1107040DC",,,,,0,"1107040C POS: 1107040DC",3333:34,0,,,1,"1107040C POS: 1107040DC",,"1107040C POS: 1107040DC",TRUE,FALSE,fresh,0,TRUE,,,',',1107040C,',617-445-5557,',"1107042 Any St",#1107042,Anywhere1107042,CT,55678-8980,,,1107040C,,"1107042 Any St",#1107042,Anywhere1107042,CT,55678-8980,,,,2019-01-01,P,3333:34
0,,Web123,"1217 POS: 1217",,,,,0,"1217 POS: 1217",3333:31,0,,,1,"1217 POS: 1217",,"1217 POS: 1217",TRUE,FALSE,fresh,0,TRUE,,,',',',',',',',',',',',,,1107040C,,"1107042 Any St",#1107042,Anywhere1107042,CT,55678-8980,,,,2019-01-01,P,3333:31
0,,Web123,"1260A POS: 1260DA",,,,,0,"1260A POS: 1260DA",3333:48,0,,,1,"1260A POS: 1260DA",,"1260A POS: 1260DA",TRUE,FALSE,fresh,0,TRUE,,,',',1260A,',617-445-5555,',"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,1260A,,"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,,2019-01-01,P,3333:48
0,,Web123,"1260A POS: 1260VAs",,,,,0,"1260A POS: 1260VAs",3333:51,0,,,1,"1260A POS: 1260VAs",,"1260A POS: 1260VAs",TRUE,FALSE,fresh,0,TRUE,,,',',1260A,',617-445-5555,',"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,1260A,,"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,,2019-01-01,P,3333:51
0,,Web123,"1260A POS: 1260VB",,,,,0,"1260A POS: 1260VB",3333:52,0,,,1,"1260A POS: 1260VB",,"1260A POS: 1260VB",TRUE,FALSE,fresh,0,TRUE,,,',',1260A,',617-445-5555,',"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,1260A,,"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,,2019-01-01,P,3333:52
0,,Web123,"1260A POS: 1260VC",,,,,0,"1260A POS: 1260VC",3333:53,0,,,1,"1260A POS: 1260VC",,"1260A POS: 1260VC",TRUE,FALSE,fresh,0,TRUE,,,',',1260A,',617-445-5555,',"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,1260A,,"1260 Any St",#1260,Anywhere1260,CT,55678-8978,,,,2019-01-01,P,3333:53
